kr,eng
"이 미국이란 나라의 위대성은 가장 부유한 소비자들이 가장 가난한 소비자들과 본질적으로 똑같은 것을 구매하는 전통을 시작했다는 점에 있다. (앤디 워홀, 돈명언)",What's great about this country is that America started the tradition where the richest consumers buy essentially the same things as the poorest. (Andy Warhol)
"비록 나는 부의 축복에 감사하지만 부로 인해 내가 달라지지는 않았다. 내 발은 아직 땅을 딛고 있다. 단지 좀 더 좋은 신발을 신었을 뿐이다. (오프라 윈프리, 돈명언)","Though I am grateful for the blessings of wealth, it hasn't changed who I am. My feet are still on the ground. I'm just wearing better shoes. (Oprah Winfrey)"
"1년에 20파운드를 벌어 19파운드 6펜스를 쓴 사람에게 남는 건 행복이다. 똑같이 1년에 20파운드를 벌었지만 20파운드 6펜스를 쓴 사람에게 남는건 고통이다. (찰스 디킨스, 돈명언)","Annual income twenty pounds, annual expenditure nineteen six, result happiness. Annual income twenty pounds, annual expenditure twenty pound ought and six, result misery. (Charles Dickens)"
"인생에서 어떤 일을 하든 금전 문제에 적절히 신경쓰는 시간을 갖지 않으면 불행해질 것이다. 금전 문제를 등한시해 과학과 천재성의 발전이 늦어져 왔다. (윌리엄 코베트, 돈명언)","Be you in what line of life you may, it will be amongst your misfortunes if you have not time properly to attend to pecuniary [monetary] matters. Want of attention to these matters has impeded the progress of science and of genius itself. (William Cobbett)"
"이메일을 사용하는 다른 사람들처럼 나도 매일 수많은 스팸메일을 받는다. 대부분이 어떻게 하면 빚을 빨리 갚는지 혹은 빨리 부자가 되는지에 관해 도움을 주겠다고 제안한다. 이런 메일들이 자극적이지 않다면 그게 더 웃길 것이다. (빌 게이츠, 돈명언)","Like almost everyone who uses e-mail, I receive a ton of spam every day. Much of it offers to help me get out of debt or get rich quick. It would be funny if it weren't so exciting. (Bill Gates)"
"정의가 부재하고, 가난이 만연하고, 무지가 팽배하며, 어떤 한 사회 계층이 그 사회가 조직적 공모 속에서 억압, 약탈하고 존엄성을 훼손하고 있다고 느낀다면, 사람도 재산도 안전치 않을 것이다. (프레더릭 더글라스, 돈명언)","Where justice is denied, where poverty is enforced, where ignorance prevails, and where any one class is made to feel that society is in an organized conspiracy to oppress, rob, and degrade them, neither persons nor property will be safe. (Frederick Douglass)"
(명언) 돈과 권력이 반드시 당신을 성공으로 이끌지는 않는다.,There is no there there.
"우둔함은 영원하나 무지는 고칠 수 있다. (돈 우드, 지혜명언)","Stupid is forever, ignorance can be fixed. (Don Wood)"
"근면으로 부자가 되었다고 말하는 이가 있다면 물어보아라. 누구의 근면이었는지. (돈 마키스, 일명언)","When a man tells you that he got rich through hard work, ask him: 'Whose?' (Don Marquis)"
"정직은 좋은 것이나 통제할 수 없다면 이익이 되지 않는다. (돈 마키스, 정직명언)","Honesty is a good thing, but it is not profitable to its possessor unless it is kept under control. (Don Marquis)"
"나보다 지능은 떨어지는데 판단력이 뛰어난 사람처럼 신경에 거슬리는 이는 없다. (돈 해롤드, 생각명언)",There is nobody so irritating as somebody with less intelligence and more sense than we have. (Don Herold)
"정직이 최선의 방책이다. 단, 돈이 될 때만. (마크 트웨인, 정직명언)",Honesty is the best policy - when there is money in it. (Mark Twain)
"행동을 변화시키려면 많은 돈을 투자해야 한다. (빌 게이츠, 지혜명언)",We've got to put a lot of money into changing behavior. (Bill Gates)
"돈을 빌려준 사람은 돈을 빌린 사람보다 잘 기억한다. (벤자민 프랭클린, 경험명언)",Creditors have better memories than debtors. (Benjamin Franklin)
"돈을 빌리러 가는 것은 자유를 팔러 가는 것이다. (벤자민 프랭클린, 자유명언)",Think what you do when you run into debt; you give another power over your liberty. (Benjamin Franklin)
"돈으로 친구를 살 수는 없지만 돈으로 더 나은 부류의 적을 얻을 수는 있다. (스파이크 밀리건, 원수명언)","Money can't buy friends, but it can get you a better class of enemy. (Spike Milligan)"
"오늘날엔 저급한 음악만 돈이 된다. (프레드리히 니체, 음악명언)",Only sick music makes money today. (Friedrich Nietzsche)
"옛사람들이 '신을 위해서' 행했던 것을 요즘 사람들은 돈을 위해서 행한다. (프레드리히 니체, 공부명언)",What we once did 'for the sake of God' we now do for the sake of money. (Friedrich Nietzsche)
"사랑, 돈, 명성보다는 진실을 내게 달라. (헨리 데이비드 소로우, 명예명언)","Rather than love, than money, than fame, give me truth. (Henry David Thoreau)"
"돈을 위해 당신의 일을 돕는 사람을 고용하기보다는 그 일을 사랑하는 사람을 고용하라. (헨리 데이비드 소로우, 일명언)","Do not hire a man who does your work for money, but him who does it for love of it. (Henry David Thoreau)"
"우선 돈을 벌기 위하여 제품을 디자인하면 아마도 사람들은 당신에게 아무것도 남기지 않을 것이다. (타라 헌트, 일명언)","Designing your product for monetization first, and people second will probably leave you with neither. (Tara Hunt)"
"나는 그들(로비스트)의 돈은 한 푼도 받지 않는다. 내가 대통령이 되면 백악관에 그들이 설 자리는 없을 것이다. (버락 오바마, 명예명언)","I don't take a dime of their [lobbyist] money, and when I am president, they won't find a job in my White House. (Barack Obama)"
"돈이 다 무슨 소용인가? 사람이 아침에 일어나고 밤에 잠자리에 들며 그 사이에 하고 싶은 일을 한다면 그 사람은 성공한 것이다. (밥 딜런, 성공명언)",What's money? A man is a success if he gets up in the morning and goes to bed at night and in between does what he wants to do. (Bob Dylan)
"제대로 배우기 위해서는 거창하고 교양 있는 전통이나 돈이 필요하지 않다. 스스로를 개선하고자 하는 열망이 있는 사람들이 필요할 뿐이다. (아담 쿠퍼, 공부명언)",You don't need fancy highbrow traditions or money to really learn. You just need people with the desire to better themselves. (Adam Cooper)
"사람들이 스스로에게 돈으로 투표할 수 있다는 것을 알게 된다면 그것은 공화국의 종말을 고할 것이다. 권력을 위해 자유를 팔지 말라. (벤자민 프랭클린, 명예명언)","When the people find that they can vote themselves money, that will herald the end of the republic. Sell not liberty to purchase power. (Benjamin Franklin)"
"스무 살에 잘 생기지 못하고, 서른 살에 힘세지 않고, 마흔 살에 돈 못 벌고, 쉰 살에 현명하지 못하면, 결코 잘 생기거나, 힘세거나, 돈 벌거나, 현명해질 수 없다. (조지 허버트, 인생명언)","He that is not handsome at twenty, nor strong at thirty, nor rich at forty, nor wise at fifty, will never be handsome, strong, rich or wise. (George Herbert)"
"모든 소년, 소녀는 설령 돈이 필요 없다 해도 나중에 하고 싶은 직업을 미리 체험할 기회가 있다면 해봐야 한다. (윌리엄 라이온 펠프스, 일명언)","Whenever it is in any way possible, every boy and girl should choose as his life work some occupation which he should like to do anyhow, even if he did not need the money. (William Lyon Phelps)"
"사실, 인생의 어느 같은 시점에서 돈을 벌기 위한 회의에 참석하는 동시에 그 돈을 기부하기 위해 다른 회의에 가는 것은 다소 혼란스러우리라 생각했다. (빌 게이츠, 인생명언)","I actually thought that it would be a little confusing during the same period of your life to be in one meeting when you're trying to make money, and then go to another meeting where you're giving it away. (Bill Gates)"
"자신의 건강을 살펴보라. 만약 건강하다면, 신을 찬양하고 건강의 가치를 양심 다음으로 높게 치라. 건강은 필멸의 존재인 우리 인간에게 주어진 제 2의 축복이자, 돈으로 살 수 없는 복이니. (아이작 월튼, 건강명언)","Look to your health; and if you have it, praise God and value it next to conscience; for health is the second blessing that we mortals are capable of, a blessing money can't buy. (Izaak Walton)"
"혁신은 연구 개발 자금을 얼마나 갖고 있냐와 상관 없습니다. 애플이 매킨토시를 출시했을 때 IBM은 연구개발에 최소 100배 이상의 비용을 쏟고 있었습니다. 돈이 문제가 아닙니다. 어떤 인력을 갖고 있느냐, 어떤 방향으로 가느냐, 결과가 얼마나 나오느냐에 관한 문제입니다. (스티브 잡스, 성공명언)","Innovation has nothing to do with how many R&D dollars you have. When Apple came up with the Mac, IBM was spending at least 100 times more on R &D. It's not about money. It's about the people you have, how you're led, and how much you get it. (Steve Jobs)"
"컴퓨터는 머저리다. (피터 드러커, 컴퓨터명언)",The computer is a moron. (Peter Drucker)
"나는 컴퓨터가 두렵지 않다. 컴퓨터가 없는 것이 두렵다. (아이작 아시모프, 컴퓨터명언)",I do not fear computers. I fear the lack of them. (Isaac Asimov)
"PC가 등장했을 때 사람들은 그것이 중요하다는 것을 알았다. (빌 게이츠, 컴퓨터명언)","When the PC was launched, people knew it was important. (Bill Gates)"
"인터넷은 미래에 등장할 글로벌 마을의 광장이 되고 있다. (빌 게이츠, 컴퓨터명언)",The Internet is becoming the town square for the global village of tomorrow. (Bill Gates)
"컴퓨터는 쓸모 없다. 당신에게 답을 줄 수 있을 뿐이다.(해결 과정이 중요하다.) (파블로 피카소, 컴퓨터명언)",Computers are useless. They can only give you answers. (Pablo Picasso)
"PC로 실현할 수 있는 가장 기본적인 꿈조차 실현하려면 아직 멀었다. (빌 게이츠, 컴퓨터명언)",We are not even close to finishing the basic dream of what the PC can be. (Bill Gates)
"천문학이 망원경에 관한 학문이 아닌 것처럼 컴퓨터 공학도 컴퓨터에 관한 것이 아니다. (E. W. 딕스트라, 컴퓨터명언)",Computer Science is no more about computers than astronomy is about telescopes. (E. W. Dijkstra)
"실수하는 것은 인간적이다. 그리고 그 실수를 두고 컴퓨터 탓을 하는 것은 더 인간적이다. (로버트 오벤, 컴퓨터명언)",To err is human--and to blame it on a computer is even more so. (Robert Orben)
